sku,lensType,ODSphere,ODCylinder,ODAxis,ODAdd,OSSphere,OSCylinder,OSAxis,OSAdd,appearance,material,size,tint,addDate
1621,Bifocal,0.75,-0.25,162,1.25,1.75,0.00,0,1.25,Feminine,-,Small,N,20180420
1622,Bifocal,1.75,-0.50,61,2.50,1.75,-0.25,115,2.50,Neutral,-,Small,N,20111102
1623,Bifocal,0.75,0.00,0,1.00,0.75,0.00,0,1.00,Neutral,-,Medium,N,20180420
1624,Bifocal,1.00,-0.50,119,2.00,1.25,-0.25,91,2.00,Neutral,-,Small,N,20130418
1625,Bifocal,3.25,-0.75,14,3.50,2.75,-0.75,100,3.50,Neutral,-,Medium,N,20170513
1626,Bifocal,1.25,-1.00,97,3.00,1.00,-0.25,75,3.00,Neutral,Metal,Medium,N,20100513
1627,Bifocal,0.25,-2.00,98,2.25,0.75,-1.75,79,2.25,Neutral,-,Medium,N,20180420
1628,Bifocal,1.00,-0.25,91,1.50,1.50,-0.50,77,1.50,Neutral,Metal,Large,N,20091030
1629,Bifocal,-1.25,-0.50,74,1.25,-1.25,-0.50,79,1.25,Neutral,-,Large,N,20120620
1630,Bifocal,2.25,-0.50,32,2.25,1.25,-0.50,144,2.25,Feminine,Metal,Medium,N,20190921
1631,Single,-0.50,-1.00,110,0.00,-1.00,-1.00,72,0.00,Neutral,Plastic,Small,N,20110510
1632,Bifocal,2.25,-0.25,41,2.75,2.25,-0.50,151,2.75,Feminine,-,Medium,N,20150506
1633,Bifocal,2.50,-1.75,90,2.25,2.75,-3.00,92,2.25,Feminine,Plastic,Medium,N,20190921
1634,Bifocal,2.00,-0.25,102,1.25,1.50,-0.25,101,1.25,Neutral,Plastic,Medium,N,20190921
1635,Bifocal,0.75,0.00,0,3.50,1.75,0.00,0,3.50,Feminine,Plastic,Medium,N,20100513
1636,Bifocal,2.75,-1.50,177,2.00,2.75,-1.00,178,2.00,Neutral,Metal,Medium,N,20190921
1637,Bifocal,0.75,-0.25,86,3.25,0.50,0.00,0,3.25,Neutral,Plastic,Medium,N,20100514
1638,Single,-3.50,-0.50,130,0.00,-3.50,-0.50,49,0.00,Neutral,-,Small,N,20140507
1639,Bifocal,-0.75,-1.50,96,1.75,-2.25,-0.75,94,1.75,Feminine,-,Medium,N,20120620
1640,Single,-8.25,-1.25,35,0.00,-7.25,-1.25,137,0.00,Neutral,Plastic,Small,N,20110510
1641,Bifocal,2.75,-0.50,78,2.75,2.50,0.00,0,2.75,Neutral,Metal,Medium,N,20190921
1642,Single,-4.00,-1.00,2,0.00,-2.50,-1.50,175,0.00,Neutral,Metal,Small,N,20110510
1643,Bifocal,2.75,0.00,0,3.00,3.50,-0.50,66,3.00,Feminine,Metal,Medium,N,20190921
1644,Bifocal,0.00,-0.50,81,1.50,0.25,-0.75,90,1.50,Neutral,-,Medium,N,20180420
1645,Bifocal,0.50,-0.50,109,1.25,0.50,-0.25,52,1.25,Neutral,-,Small,N,20160402
1646,Single,-3.25,-1.00,3,0.00,-2.75,-1.50,172,0.00,Neutral,Metal,Small,N,20110510
1647,Bifocal,0.00,-1.50,164,2.50,-1.00,-0.75,18,2.50,Neutral,-,Small,N,20120620
1648,Bifocal,2.00,-1.00,87,2.25,2.50,-0.25,87,2.25,Neutral,Metal,Large,N,20190921
1649,Bifocal,1.00,-1.00,125,1.25,0.75,-0.75,49,1.25,Neutral,-,Medium,N,20150506
1650,Bifocal,1.75,-1.75,105,2.25,1.50,-1.50,90,2.25,Neutral,-,Medium,N,20170513
1651,Bifocal,0.00,-0.25,108,2.25,-1.25,-0.25,180,2.25,Neutral,-,Large,N,20120620
1652,Single,-6.25,-0.75,62,0.00,-6.25,-0.75,163,0.00,Neutral,Metal,Small,N,20110510
1653,Bifocal,0.75,-0.50,110,2.00,2.00,-1.25,70,2.00,Neutral,-,Medium,N,20180420
1654,Bifocal,1.25,-0.25,97,2.25,1.00,-0.25,88,2.25,Neutral,Metal,Large,N,20100514
1655,Single,-9.75,-1.00,33,0.00,-8.50,-1.00,143,0.00,Neutral,Metal,Small,N,20110510
1656,Bifocal,1.00,-0.50,81,2.25,1.75,-0.75,145,2.25,Neutral,Plastic,Medium,N,20091030
1657,Bifocal,-3.75,-0.50,12,1.75,-3.50,-0.25,80,1.75,Neutral,-,Medium,N,20120620
1658,Single,-1.00,-1.00,91,0.00,-0.75,-1.50,38,0.00,Neutral,Metal,Large,N,20110510
1659,Bifocal,0.00,-0.75,65,1.00,0.50,-1.00,108,1.00,Neutral,-,Medium,N,20180420
1660,Bifocal,2.50,-1.00,91,1.50,2.25,-1.00,103,1.50,Neutral,Metal,Medium,N,20190921
1661,Bifocal,0.50,-1.50,119,3.75,0.50,-1.50,113,3.75,Neutral,-,Small,N,20160402
1662,Bifocal,1.50,-1.00,80,2.50,1.25,-0.50,102,2.50,Neutral,Plastic,Medium,L,20090627
1663,Bifocal,0.75,-0.75,85,2.50,0.25,-0.50,110,2.50,Neutral,-,Medium,N,20180420
1664,Bifocal,2.50,-0.50,45,2.25,2.75,-1.25,99,2.25,Neutral,Plastic,Large,L,20090627
1665,Bifocal,1.75,-0.25,85,2.50,2.25,-0.50,103,2.50,Neutral,-,Medium,N,20170513
1666,Bifocal,-4.75,-0.50,117,2.00,-4.25,-0.50,85,2.00,Neutral,-,Medium,N,20120620
1667,Bifocal,1.25,-1.25,166,1.75,0.25,-0.75,96,1.75,Neutral,-,Small,N,20140620
1668,Single,-2.75,-0.50,165,0.00,-2.75,-1.00,14,0.00,Neutral,Metal,Small,N,20110510
1669,Bifocal,2.25,-0.50,106,2.75,2.50,-0.25,92,2.75,Feminine,Plastic,Medium,N,20091113
1670,Bifocal,0.75,-1.00,133,2.25,0.00,0.00,0,2.25,Neutral,-,Medium,N,20180420
1671,Bifocal,1.50,-1.00,60,1.50,3.00,-1.00,100,1.50,Neutral,Metal,Large,N,20090627
1672,Single,-1.25,-0.50,87,0.00,-2.00,-0.25,112,0.00,Neutral,-,Small,N,20140507
1673,Bifocal,1.25,-1.25,88,2.25,2.25,-1.75,91,2.25,Feminine,Metal,Medium,D,20091030
1674,Bifocal,0.50,-0.50,152,3.50,1.50,-1.00,167,3.50,Neutral,-,Small,N,20160402
1675,Bifocal,0.75,-0.75,58,3.00,2.75,-0.75,120,3.00,Neutral,-,Medium,N,20180420
1676,Bifocal,1.75,-1.25,20,2.25,2.00,-1.25,141,2.25,Neutral,-,Medium,N,20130418
1677,Single,-3.75,0.00,0,0.00,-3.25,-0.50,2,0.00,Neutral,Plastic,Large,N,20110510
1678,Bifocal,0.50,-1.25,89,2.25,2.00,-1.00,60,2.25,Neutral,-,Medium,N,20180420
1679,Bifocal,3.00,-0.75,72,2.75,2.50,-1.00,108,2.75,Neutral,-,Medium,N,20170513
1680,Bifocal,1.25,-0.25,6,2.00,1.50,-0.25,58,2.00,Neutral,Metal,Medium,N,20091030
1681,Bifocal,0.75,-0.25,105,3.25,1.75,-1.25,94,3.25,Neutral,-,Medium,N,20160402
1682,Bifocal,9.75,-0.75,153,2.25,8.25,-1.00,6,2.25,Neutral,Plastic,Medium,L,20031130
1683,Bifocal,2.00,-0.50,90,2.00,1.50,-0.25,94,2.00,Neutral,-,Small,N,20140620
1684,Single,-3.50,-0.50,176,0.00,-3.25,-0.50,1,0.00,Neutral,Plastic,Large,N,20110510
1685,Bifocal,2.50,-0.75,105,2.75,2.00,0.00,0,2.75,Neutral,-,Small,N,20150506
1686,Bifocal,1.25,-1.00,90,2.75,0.25,-1.25,85,2.75,Feminine,Plastic,Large,N,20091030
1687,Bifocal,1.00,-1.50,87,2.25,0.00,-1.50,22,2.25,Neutral,Plastic,Large,N,20100514
1688,Bifocal,0.75,-0.50,106,2.50,0.00,0.00,0,2.50,Neutral,-,Medium,N,20180420
1689,Bifocal,2.50,-0.50,119,1.75,1.75,0.00,0,1.75,Neutral,Plastic,Medium,N,20190921
1690,Bifocal,2.25,-1.50,69,2.50,2.25,-1.00,94,2.50,Neutral,Metal,Medium,N,20190921
1691,Single,-2.00,-0.50,95,0.00,-2.00,-0.50,86,0.00,Neutral,Metal,Medium,N,20081016
1692,Bifocal,2.00,-0.75,79,1.75,2.00,-0.25,110,1.75,Neutral,Metal,Medium,N,20190921
1693,Single,-1.25,-1.00,104,0.00,-1.00,-0.50,60,0.00,Neutral,Metal,Large,N,20110510
1694,Single,-1.25,-1.00,34,0.00,-1.25,-1.25,9,0.00,Neutral,Metal,Small,N,20110510
1695,Bifocal,0.75,-0.25,149,1.50,0.50,-0.25,156,1.50,Neutral,-,Medium,N,20180420
1696,Bifocal,2.50,-0.75,116,1.75,2.25,-0.50,41,1.75,Feminine,Metal,Medium,N,20190921
1697,Bifocal,-1.25,-1.00,20,2.75,-1.25,-1.00,9,2.75,Neutral,-,Medium,N,20120621
1698,Bifocal,1.75,-1.75,100,2.50,1.50,-1.25,88,2.50,Neutral,-,Medium,N,20170513
1699,Bifocal,1.25,-1.25,134,2.25,1.00,-1.25,90,2.25,Neutral,Metal,Large,N,20091030
1700,Bifocal,0.75,-0.25,98,2.50,0.00,-0.50,54,2.50,Neutral,-,Medium,N,20130418
1701,Bifocal,1.75,0.00,0,1.75,2.00,-0.25,126,1.75,Neutral,-,Medium,N,20170513
1702,Bifocal,2.50,-0.25,92,2.50,2.50,-0.25,92,2.50,Feminine,Metal,Small,N,20190921
1703,Single,-2.75,0.00,0,0.00,-2.75,-0.25,14,0.00,Neutral,-,Small,N,20140507
1704,Bifocal,0.75,-1.50,157,3.00,0.50,-2.00,78,3.00,Neutral,-,Small,N,20160402
1705,Bifocal,0.75,-0.75,167,1.75,1.25,-1.00,15,1.75,Neutral,-,Medium,N,20130418
1706,Bifocal,0.75,-0.25,140,2.75,0.75,-0.25,117,2.75,Neutral,-,Medium,N,20160402
1707,Bifocal,-1.25,-0.75,104,2.25,-1.00,-0.50,14,2.25,Neutral,-,Medium,N,20120621
1708,Bifocal,16.25,-0.25,18,4.00,17.75,0.00,0,4.00,Feminine,Plastic,Small,N,20031130
1709,Bifocal,0.50,-0.75,127,2.75,2.50,-0.75,88,2.75,Neutral,-,Medium,N,20130418
1710,Bifocal,2.00,-0.50,121,3.00,2.50,-0.75,84,3.00,Feminine,-,Medium,N,20150506
1711,Bifocal,0.75,-0.75,110,3.25,0.00,-1.75,84,3.25,Neutral,-,Large,N,20180420
1712,Bifocal,4.25,-0.50,15,1.00,2.50,0.00,0,1.00,Neutral,Metal,Medium,N,20090627
1713,Bifocal,1.00,-0.75,101,2.50,0.25,-0.75,137,2.50,Neutral,Metal,Medium,N,20091030
1714,Bifocal,2.75,-1.00,56,2.75,3.50,-0.75,122,2.75,Neutral,-,Medium,N,20130418
1715,Single,-3.00,-1.00,110,0.00,-2.50,-1.00,69,0.00,Neutral,-,Small,N,20140507
1716,Bifocal,1.50,-0.75,44,2.50,0.00,0.00,0,2.50,Neutral,-,Small,N,20131021
1717,Bifocal,0.50,-1.50,136,2.50,2.00,-1.00,73,2.50,Neutral,-,Medium,N,20180420
1718,Single,-3.50,-0.50,177,0.00,-3.25,-0.50,5,0.00,Neutral,Plastic,Large,N,20110510
1719,Bifocal,-0.75,-0.50,91,2.50,-0.75,-1.50,157,2.50,Neutral,-,Small,N,20120621
1720,Bifocal,1.50,-0.75,110,2.00,1.25,-0.25,95,2.00,Neutral,Metal,Medium,N,20090627
1721,Bifocal,0.75,-0.75,95,4.75,0.75,-0.75,104,4.75,Neutral,Plastic,Large,N,20100514
1722,Bifocal,3.00,-1.50,92,2.75,3.25,-0.75,99,2.75,Neutral,-,Medium,N,20170513
1723,Bifocal,0.75,0.00,0,2.75,2.00,-0.50,45,2.75,Neutral,-,Medium,N,20180420
1724,Bifocal,0.75,0.00,0,2.25,1.50,-0.25,85,2.25,Neutral,-,Medium,N,20180420
1725,Bifocal,6.00,-0.75,47,3.25,6.75,-0.50,167,3.25,Neutral,Metal,Medium,L,20090627
1726,Bifocal,0.00,0.00,0,2.75,1.50,-0.50,49,2.75,Feminine,-,Medium,N,20130418
1727,Bifocal,0.75,-0.25,105,2.75,0.50,-0.50,31,2.75,Neutral,Metal,Medium,N,20100514
1728,Bifocal,1.25,-0.25,84,1.75,1.25,-0.25,108,1.75,Neutral,Metal,Medium,N,20100514
1729,Bifocal,2.25,0.00,0,2.00,2.50,-1.00,70,2.00,Feminine,Metal,Medium,N,20190921
1730,Bifocal,1.25,-0.25,71,3.00,1.25,-1.25,95,3.00,Neutral,Metal,Large,N,20100514
1731,Bifocal,2.00,0.00,0,2.25,1.25,0.00,0,2.25,Feminine,Metal,Medium,N,20190921
1732,Bifocal,0.50,-1.25,89,2.00,0.00,-2.00,55,2.00,Neutral,-,Medium,N,20180420
1733,Bifocal,1.75,-1.00,82,2.75,2.50,-1.00,92,2.75,Feminine,-,Large,N,20130418
1734,Bifocal,2.25,-0.50,54,2.00,2.75,-1.50,95,2.00,Neutral,Plastic,Large,N,20090627
1735,Bifocal,0.75,-1.50,105,2.50,1.75,0.00,0,2.50,Feminine,-,Medium,N,20180420
1736,Single,-2.50,-0.50,25,0.00,-2.50,0.00,0,0.00,Neutral,Metal,Medium,N,20110510
1737,Bifocal,1.00,-1.00,172,2.75,1.50,-1.75,168,2.75,Neutral,-,Medium,N,20130418
1738,Bifocal,2.25,-0.50,84,2.50,2.75,-0.50,80,2.50,Neutral,Metal,Medium,D,20190921
1739,Bifocal,2.00,0.00,0,2.25,2.50,-0.75,162,2.25,Feminine,Plastic,Medium,N,20190921
1740,Bifocal,1.75,-1.50,55,2.50,1.25,-1.25,156,2.50,Feminine,Plastic,Large,N,20091113
1741,Bifocal,0.50,-1.00,146,2.50,1.25,-1.00,54,2.50,Neutral,-,Medium,N,20160402
1742,Bifocal,1.75,-0.50,92,3.00,2.00,-1.00,92,3.00,Neutral,-,Small,N,20170513
1743,Bifocal,0.50,-0.75,137,1.50,0.50,-0.75,88,1.50,Neutral,-,Small,N,20180420
1744,Bifocal,2.50,-0.25,39,2.25,2.75,-0.25,119,2.25,Neutral,Metal,Small,N,20091114
1745,Bifocal,2.50,-1.00,114,2.50,2.25,-1.25,65,2.50,Neutral,-,Medium,N,20150506
1746,Bifocal,1.00,-0.50,86,2.00,1.25,-1.00,103,2.00,Neutral,Plastic,Large,N,20090627
1747,Bifocal,0.50,-0.50,88,2.75,0.75,-0.75,101,2.75,Neutral,-,Small,N,20180420
1748,Single,-1.25,-0.50,97,0.00,-1.50,-0.50,92,0.00,Neutral,Metal,Small,N,20110510
1749,Bifocal,-1.25,-2.00,7,3.75,3.25,-1.00,31,3.75,Neutral,-,Medium,N,20120621
1750,Bifocal,1.75,-1.00,83,1.50,1.50,-0.50,81,1.50,Neutral,-,Medium,N,20170513
1751,Bifocal,3.50,-0.25,82,2.75,3.75,0.00,0,2.75,Neutral,Plastic,Large,N,20090627
1752,Bifocal,0.50,-0.50,106,1.75,0.00,-1.00,69,1.75,Feminine,-,Medium,N,20160402
1753,Single,-1.25,-0.50,148,0.00,-1.75,0.00,0,0.00,Neutral,Metal,Small,N,20110510
1754,Bifocal,1.00,-0.50,90,2.25,1.75,-1.25,98,2.25,Neutral,Plastic,Medium,N,20091030
1755,Bifocal,5.75,-0.75,22,2.75,6.00,-0.25,171,2.75,Neutral,Metal,Medium,N,20090627
1756,Bifocal,1.50,-0.75,113,2.50,0.00,-0.50,60,2.50,Neutral,Metal,Medium,N,20190921
1757,Single,-1.25,-0.25,100,0.00,-1.00,-0.25,90,0.00,Feminine,Metal,Medium,N,20080620
1758,Bifocal,0.25,-0.50,67,1.50,0.25,-0.25,75,1.50,Neutral,-,Medium,N,20180420
1759,Single,-1.00,-0.75,136,0.00,-2.00,0.00,0,0.00,Neutral,Plastic,Large,N,20110510
1760,Bifocal,2.75,-0.75,29,2.25,2.75,-0.50,154,2.25,Neutral,Plastic,Medium,N,20190921
1761,Bifocal,1.00,-1.25,86,2.00,0.75,-0.75,57,2.00,Neutral,-,Medium,N,20150506
1762,Bifocal,0.50,-1.00,101,2.25,0.25,-1.00,99,2.25,Feminine,-,Medium,N,20160402
1763,Bifocal,3.25,0.00,0,1.00,2.00,0.00,0,1.00,Neutral,Metal,Medium,N,20090627
1764,Bifocal,1.75,-0.75,105,2.25,0.75,-0.75,108,2.25,Neutral,-,Large,N,20130418
1765,Bifocal,0.50,-0.25,113,1.00,0.00,-0.25,91,1.00,Neutral,-,Medium,N,20180420
1766,Bifocal,2.00,-0.25,50,2.25,1.50,0.00,0,2.25,Neutral,-,Large,N,20150506
1767,Bifocal,4.75,-1.00,141,2.00,3.75,-0.50,157,2.00,Feminine,Metal,Medium,N,20090421
1768,Bifocal,0.75,-1.00,118,1.25,0.75,-0.75,75,1.25,Neutral,-,Small,N,20180420
1769,Bifocal,4.50,-0.75,144,33.00,4.25,-0.75,64,33.00,Feminine,Plastic,Medium,N,20090421
1770,Bifocal,4.75,-1.50,99,2.25,4.25,-1.25,99,2.25,Feminine,Metal,Medium,N,20090421
1771,Single,-8.75,-0.75,1,0.00,-9.00,-0.50,173,0.00,Feminine,-,Small,N,20140507
1772,Single,-6.50,0.00,0,0.00,-6.00,0.00,0,0.00,Neutral,Metal,Medium,N,20110510
1773,Single,-3.75,-0.25,108,0.00,-3.75,0.00,0,0.00,Neutral,Metal,Medium,N,20110510
1774,Bifocal,2.75,-0.50,80,2.25,0.75,-0.25,85,2.25,Neutral,Metal,Medium,N,20190921
1775,Bifocal,0.75,-2.00,122,2.50,2.00,-1.75,90,2.50,Neutral,Plastic,Medium,N,20100514
1776,Bifocal,1.00,-0.50,92,2.25,0.75,-0.75,86,2.25,Neutral,Plastic,Large,N,20091030
1777,Bifocal,2.00,-0.50,29,2.00,2.00,-0.25,110,2.00,Neutral,Metal,Small,N,20190921
1778,Bifocal,2.75,0.00,0,2.50,3.50,-1.00,85,2.50,Neutral,Metal,Medium,N,20190921
1779,Bifocal,1.25,-0.50,92,2.00,1.00,-0.50,84,2.00,Neutral,Metal,Medium,N,20100514
1780,Single,-2.25,-0.50,172,0.00,-2.00,0.00,0,0.00,Neutral,Metal,Medium,N,20110510
1781,Bifocal,2.50,-0.25,106,2.50,2.00,0.00,0,2.50,Feminine,Metal,Medium,N,20190921
1782,Bifocal,0.50,-1.00,81,1.25,0.25,-1.00,103,1.25,Neutral,-,Medium,N,20160402
1783,Bifocal,2.25,-1.25,50,2.75,1.75,-1.25,159,2.75,Neutral,-,Medium,N,20150506
1784,Bifocal,2.50,-0.25,110,2.50,2.50,-0.25,113,2.50,Feminine,Metal,Medium,N,20190921
1785,Bifocal,4.00,-0.75,106,2.50,5.00,-1.50,88,2.50,Feminine,Plastic,Medium,N,20090421
1786,Bifocal,2.00,-0.75,73,1.75,2.00,-0.75,91,1.75,Feminine,Metal,Medium,N,20190921
1787,Bifocal,0.75,-1.75,101,4.25,0.50,-1.75,116,4.25,Neutral,Plastic,Small,N,20100514
1788,Bifocal,2.25,-1.25,7,2.50,0.25,-1.25,170,2.50,Feminine,-,Medium,N,20150506
1789,Bifocal,1.50,-2.00,95,2.25,0.75,-2.00,78,2.25,Neutral,Plastic,Medium,N,20110510
1790,Bifocal,-0.75,-0.50,86,1.25,-1.00,-0.25,49,1.25,Neutral,-,Large,N,20120621
1791,Bifocal,0.25,-0.75,175,2.25,0.00,-1.00,180,2.25,Neutral,-,Medium,N,20180420
1792,Bifocal,3.00,-0.50,93,2.75,2.75,-0.25,60,2.75,Neutral,Plastic,Large,N,20090814
1793,Bifocal,4.00,-0.75,60,2.25,5.00,-0.75,121,2.25,Neutral,Metal,Medium,N,20090421
1794,Bifocal,4.00,-0.75,101,2.00,5.00,-1.50,94,2.00,Feminine,Plastic,Medium,N,20090421
1795,Bifocal,4.00,-0.50,106,2.75,3.75,-0.50,54,2.75,Neutral,Metal,Medium,N,20090421
1796,Single,-1.25,-0.50,5,0.00,2.75,-0.50,8,0.00,Neutral,Metal,Medium,N,20110510
1797,Bifocal,1.25,-0.25,139,2.50,-1.50,0.00,0,2.50,Neutral,Plastic,Large,N,20091114
1798,Bifocal,4.25,-0.50,99,2.25,4.25,-0.50,76,2.25,Neutral,Plastic,Medium,N,20090421
1799,Bifocal,0.75,-1.00,88,2.75,2.00,-1.00,88,2.75,Neutral,-,Medium,N,20180420
1800,Single,3.50,-1.50,88,0.00,3.25,-1.00,85,0.00,Neutral,Metal,Medium,N,20110510
1801,Bifocal,0.75,-1.00,81,1.25,0.75,-0.75,76,1.25,Neutral,-,Medium,N,20180420
1802,Bifocal,4.50,-1.50,116,2.50,4.50,-1.75,72,2.50,Feminine,Plastic,Medium,N,20090421
1803,Bifocal,4.50,-1.75,113,2.00,5.00,-1.50,41,2.00,Feminine,Plastic,Medium,N,20090421
1804,Bifocal,1.50,0.00,0,1.75,2.50,0.00,0,1.75,Neutral,-,Medium,N,20170513
1805,Bifocal,3.50,-0.25,99,2.50,4.25,-0.50,90,2.50,Neutral,Plastic,Large,N,20110510
1806,Bifocal,2.25,-1.00,2,2.50,4.00,-1.00,76,2.50,Neutral,Metal,Medium,N,20190921
1807,Bifocal,2.25,-0.50,35,2.00,1.25,0.00,0,2.00,Feminine,Metal,Medium,N,20190921
1808,Bifocal,1.50,-1.50,95,2.75,0.00,-0.50,62,2.75,Neutral,-,Medium,N,20170513
1809,Bifocal,4.50,-0.50,80,1.25,3.75,-0.50,116,1.25,Neutral,Metal,Medium,N,20090421
1810,Bifocal,2.25,-0.50,95,2.00,2.75,-1.00,112,2.00,Feminine,Metal,Medium,N,20190921
1811,Single,0.75,-0.50,154,0.00,0.50,-1.25,6,0.00,Neutral,-,Small,N,20140507
1812,Bifocal,1.00,-1.50,73,3.25,0.00,-1.00,130,3.25,Feminine,-,Medium,N,20150506
1813,Bifocal,2.25,-0.25,88,2.75,1.75,-0.25,92,2.75,Neutral,Plastic,Large,N,20190921
1814,Bifocal,1.50,0.00,0,1.75,1.75,-0.50,68,1.75,Neutral,-,Medium,N,20170513
1815,Single,-1.25,-0.75,100,0.00,-1.25,-0.50,86,0.00,Neutral,-,Small,N,20140507
1816,Single,0.50,-2.00,100,0.00,0.25,-1.25,65,0.00,Neutral,-,Small,N,20140507
1817,Bifocal,3.50,0.00,0,3.00,3.50,-3.25,0,3.00,Neutral,Plastic,Medium,N,20110510
1818,Bifocal,0.50,-2.00,87,1.75,0.00,-0.50,107,1.75,Neutral,-,Small,N,20180420
1819,Bifocal,4.50,-0.75,52,2.75,4.25,-0.75,128,2.75,Neutral,Metal,Large,N,20110510
1820,Bifocal,1.25,-0.25,79,2.00,1.00,-1.00,49,2.00,Neutral,Metal,Medium,N,20091030
1821,Bifocal,1.50,-0.50,90,2.00,2.75,-0.50,53,2.00,Neutral,-,Small,N,20170513
1822,Bifocal,2.25,0.00,0,1.50,2.50,0.00,0,1.50,Neutral,Metal,Small,N,20190921
1823,Bifocal,0.00,-1.50,177,2.50,0.75,-0.50,93,2.50,Neutral,-,Small,N,20130418
1824,Bifocal,3.50,-0.75,81,2.00,3.00,-1.00,91,2.00,Neutral,Plastic,Large,N,20110510
1825,Single,-4.50,-0.50,81,0.00,-5.00,-0.50,135,0.00,Neutral,-,Small,N,20140507
1826,Bifocal,2.75,-0.50,125,1.75,2.50,-0.75,45,1.75,Neutral,Metal,Medium,N,20190921
1827,Bifocal,0.50,-0.50,93,2.50,0.25,-0.50,168,2.50,Neutral,-,Small,N,20180420
1828,Bifocal,3.50,-1.25,110,2.25,3.25,-0.75,69,2.25,Neutral,Plastic,Large,N,20110510
1829,Bifocal,2.25,-0.50,36,2.75,3.00,-0.75,108,2.75,Feminine,Metal,Medium,N,20190921
1830,Bifocal,0.50,-1.25,98,2.25,0.50,-1.00,94,2.25,Neutral,-,Medium,N,20180420
1831,Bifocal,2.75,-1.25,10,2.25,2.75,-2.25,173,2.25,Neutral,Metal,Medium,N,20190921
1832,Bifocal,1.00,-0.50,122,2.50,0.00,-0.75,23,2.50,Neutral,Plastic,Medium,N,20091114
1833,Bifocal,-1.00,-1.50,36,3.25,-1.50,-1.25,83,3.25,Neutral,-,Small,N,20120621
1834,Bifocal,1.00,-1.00,90,2.75,0.50,-1.00,85,2.75,Neutral,-,Large,N,20160402
1835,Bifocal,2.75,-0.75,60,2.50,2.25,-0.50,134,2.50,Neutral,Metal,Medium,N,20190921
1836,Bifocal,1.75,-1.50,168,3.25,1.00,-1.00,59,3.25,Neutral,-,Medium,N,20170513
1837,Bifocal,3.50,-0.25,81,2.25,3.00,-1.75,77,2.25,Neutral,Metal,Medium,N,20100514
1838,Bifocal,2.75,-1.00,84,2.00,1.75,-0.75,63,2.00,Neutral,Plastic,Large,N,20100514
1839,Bifocal,1.00,-0.75,102,2.25,0.50,-0.50,94,2.25,Neutral,Plastic,Large,N,20100514
1840,Bifocal,-1.75,-0.25,114,1.50,-1.75,-0.25,70,1.50,Feminine,-,Large,N,20120621
1841,Bifocal,1.00,-2.00,96,3.00,0.25,-1.00,91,3.00,Neutral,-,Large,N,20160402
1842,Bifocal,3.50,-1.75,108,1.00,3.75,-1.75,90,1.00,Neutral,Metal,Medium,N,20110510
1843,Bifocal,1.00,-1.25,156,2.75,0.00,-0.50,5,2.75,Neutral,-,Small,N,20130418
1844,Bifocal,0.75,-0.75,12,3.00,2.50,-2.25,178,3.00,Neutral,-,Medium,N,20160402
1845,Bifocal,2.50,-0.25,64,2.25,2.25,-0.25,88,2.25,Neutral,Plastic,Medium,N,20190921
1846,Bifocal,0.75,-1.50,94,3.75,1.75,-1.00,71,3.75,Neutral,-,Large,N,20160402
1847,Bifocal,4.75,0.00,0,3.00,4.25,-0.75,178,3.00,Neutral,Metal,Medium,N,20090421
1848,Bifocal,4.75,-1.25,98,2.50,4.50,-1.50,91,2.50,Neutral,Metal,Medium,N,20090421
1849,Bifocal,4.50,-0.75,91,1.25,4.50,-0.75,83,1.25,Feminine,Plastic,Medium,N,20090421
1850,Bifocal,2.50,-0.50,85,3.00,1.75,-1.00,91,3.00,Feminine,-,Medium,N,20150506
1851,Bifocal,0.75,-1.00,145,2.00,1.00,-0.75,173,2.00,Feminine,-,Medium,N,20180420
1852,Bifocal,3.50,-1.25,101,2.25,3.25,-2.00,93,2.25,Neutral,Plastic,Large,N,20110510
1853,Bifocal,2.50,-0.25,39,2.00,1.50,0.00,0,2.00,Neutral,Metal,Medium,N,20190921
1854,Bifocal,1.25,-0.50,72,2.50,0.75,-0.50,99,2.50,Neutral,Plastic,Large,N,20091030
1855,Bifocal,1.00,-1.50,15,2.50,0.75,-0.75,3,2.50,Feminine,-,Medium,N,20130418
1856,Bifocal,2.50,-2.25,102,2.50,2.00,-2.00,80,2.50,Neutral,-,Small,N,20150506
1857,Bifocal,3.75,-0.75,86,2.25,3.75,-0.75,114,2.25,Neutral,Metal,Large,N,20110510
1858,Bifocal,2.25,-1.75,88,3.00,1.00,-0.50,90,3.00,Feminine,-,Medium,N,20150506
1859,Bifocal,3.75,-1.00,73,2.50,2.75,-0.50,95,2.50,Neutral,Metal,Medium,N,20110510
1860,Bifocal,1.00,-0.50,127,2.00,0.75,-0.25,23,2.00,Neutral,-,Medium,N,20130418
1861,Bifocal,0.50,-1.00,109,2.75,0.50,-1.00,86,2.75,Neutral,-,Medium,N,20160402
1862,Bifocal,2.50,-1.00,2,2.00,1.50,-1.25,163,2.00,Neutral,Metal,Medium,N,20190921
1863,Bifocal,3.50,-1.00,98,2.00,3.25,-1.00,97,2.00,Neutral,Metal,Large,N,20110510
1864,Bifocal,2.00,-1.25,26,1.75,1.00,-1.50,164,1.75,Feminine,Metal,Medium,N,20190921
1865,Bifocal,4.25,-1.75,96,4.00,4.50,-2.00,72,4.00,Neutral,Metal,Small,N,20100514
